id,price
0,77.33
1,109.25333333333332
2,103.63
3,116.89
4,132.43
5,258.96
6,201.92
7,148.78
8,139.75
9,113.67
10,256.49
11,223.95
12,166.39
13,167.29
14,669.55
15,66.16
16,122.87
17,181.01
18,143.91
19,124.03
20,269.545
21,161.51
22,216.34
23,224.35
24,130.61
25,222.31
26,193.61
27,102.14
28,166.08
29,246.5
30,253.54
31,101.92
32,132.02
33,140.28
34,262.67
35,113.91
36,169.05
37,168.68
38,259.34
39,186.49
40,101.24833333333332
41,150.15
42,154.32
43,368.54
44,160.51
45,187.61
46,223.81
47,85.96
48,87.86
49,208.89
50,202.29
51,243.99
52,120.39
53,65.39
54,138.64
55,197.52
56,139.41
57,143.2625
58,161.1075
59,191.44
60,268.46
61,314.42
62,117.45333333333332
63,187.63
64,265.36
65,202.95333333333332
66,150.1
67,143.52
68,129.91
69,300.92
70,134.78
71,450.73
72,188.46
73,84.89
74,165.19
75,167.11
76,195.7
77,126.15
78,162.53
79,146.3
80,103.975
81,76.53
82,148.3
83,75.1
84,162.64
85,174.18
86,88.78
87,143.25
88,170.11
89,223.19
90,244.03
91,95.19
92,173.27
93,113.89
94,168.38
95,209.77
96,131.71
97,97.06
98,142.26
99,134.93
100,260.92
101,246.85
102,187.6
103,259.68
104,133.41
105,83.18
106,33.93757142857143
107,172.51
108,183.77
109,172.95
110,159.22
111,62.18
112,260.9
113,147.28
114,105.1075
115,135.79
116,232.02
117,108.2
118,72.92
119,124.21
120,163.44
121,208.97
122,92.89
123,106.27
124,115.96
125,167.03
126,284.31
127,169.41
128,116.26
129,109.7
130,175.8
131,220.27
132,197.32
133,149.6
134,49.69182359307359
135,192.54
136,206.66
137,65.37
138,113.83
139,67.09
140,202.22
141,72.53
142,195.55
143,195.05
144,147.61
145,80.23
146,150.51
147,103.8
148,162.42
149,153.11
150,67.48
151,45.31666666666667
152,185.66
153,514.44
154,83.02
155,157.61
156,147.23
157,109.77
158,84.56
159,82.47
160,108.39
161,375.61
162,148.14
163,49.69831746031747
164,216.0
165,253.33
166,149.23
167,149.67
168,118.31
169,158.22
170,274.69
171,186.6
172,185.88
173,74.7
174,160.2
175,167.68
176,134.34
177,124.29
178,97.45
179,129.11
180,186.5
181,72.28
182,129.88
183,141.53
184,280.51
185,234.11
186,238.87
187,192.49
188,109.66
189,164.27
190,146.74
191,164.33
192,262.67
193,82.35085714285717
194,141.52
195,156.06
196,119.2
197,121.15333333333334
198,371.12
199,91.21
200,150.21
201,466.0
202,248.22
203,65.266
204,160.15
205,270.24
206,191.15
207,144.58
208,108.47
209,171.36
210,167.87
211,115.45
212,109.76
213,232.65
214,176.0
215,170.49
216,59.46
217,166.72
218,125.06
219,116.2
220,112.57
221,184.49
222,128.25
223,152.36
224,256.69
225,89.425
226,86.74
227,164.63
228,172.47
229,137.06
230,205.68
231,149.35
232,132.96
233,152.35
234,438.84
235,99.44
236,129.99
237,216.53
238,183.17
239,457.95
240,143.34
241,138.02
242,108.87
243,393.35
244,124.52
245,142.99
246,146.89
247,243.86
248,72.84
249,265.65
250,106.08
251,306.13
252,201.15
253,122.74
254,92.205
255,60.81
256,229.38
257,265.0
258,120.51
259,204.73
260,224.85
261,356.08
262,136.45
263,229.31333333333336
264,186.65
265,145.68
266,190.72
267,149.89
268,132.07
269,131.99
270,106.69
271,157.92
272,157.59
273,193.75
274,123.69
275,151.19
276,122.12
277,173.32
278,184.11
279,267.88
280,130.81
281,65.81
282,120.06
283,94.95
284,105.51
285,115.86
286,235.71
287,238.47142857142856
288,109.3
289,177.14
290,191.04
291,152.96
292,117.99
293,123.27
294,257.53
295,185.06
296,235.63
297,198.29
298,130.18
299,231.69
300,147.23
301,76.97
302,144.96
303,172.38
304,110.65
305,303.01
306,164.41
307,243.74
308,147.84
309,173.29
310,97.56
311,72.74
312,199.69
313,217.99
314,146.07
315,223.79
316,78.51
317,152.93
318,191.86
319,116.85
320,133.32
321,135.76
322,159.67
323,238.39
324,162.1
325,142.88
326,77.29936904761905
327,137.2
328,180.28
329,132.6
330,133.38
331,99.92
332,182.12
333,80.52
334,351.22
335,148.56
336,102.88
337,114.36
338,124.12
339,83.78166666666667
340,210.05
341,89.14
342,283.64
343,117.41
344,162.51
345,226.49
346,360.67
347,153.25
348,149.85
349,125.63
350,141.91
351,269.0
352,91.14
353,98.39
354,81.09
355,128.43
356,145.27
357,124.89
358,161.89
359,139.81
360,210.34
361,198.53
362,213.03
363,150.9
364,187.63
365,213.02
366,320.97
367,49.69182359307359
368,235.7
369,129.55
370,95.17
371,184.13
372,236.77
373,107.37
374,231.05
375,114.48
376,179.85
377,277.87
378,157.32
379,249.3
380,176.68
381,238.14
382,209.59
383,271.21
384,206.49
385,112.13
386,451.86
387,153.51
388,173.93
389,178.3
390,129.27
391,141.8
392,128.08
393,84.88
394,193.2
395,267.32
396,71.1625
397,166.72
398,130.38
399,212.64
400,173.82
401,129.49
402,137.99
403,165.53
404,153.66
405,74.41
406,81.14
407,91.55
408,193.01
409,175.31
410,82.23
411,187.44
412,80.7
413,122.37
414,143.72
415,428.55
416,148.2
417,284.98
418,391.01
419,210.29
420,51.26716666666667
421,215.65
422,141.82
423,130.14
424,168.49
425,310.93
426,247.01
427,162.314
428,294.51
429,119.06
430,160.36
431,95.08
432,143.79
433,193.87
434,86.46
435,203.94375
436,458.19
437,101.77
438,60.5
439,93.84095238095239
440,176.31
441,229.42
442,165.27066666666667
443,104.61
444,205.37
445,213.67
446,133.58
447,127.14
448,152.27
449,137.12
450,191.99
451,210.8
452,146.17
453,202.77
454,133.96
455,353.78
456,180.33
457,72.92
