id,price
0,74.75
1,107.97
2,119.68
3,137.05
4,131.31
5,249.83
6,183.53
7,143.35
8,153.57
9,116.57
10,228.7
11,229.88
12,174.56
13,153.34
14,638.9466666666666
15,68.45
16,123.13
17,209.09
18,156.74
19,127.68
20,279.44
21,154.99
22,216.19
23,234.74
24,125.04
25,187.31
26,196.03
27,102.08
28,167.33
29,234.57
30,222.89
31,102.29
32,138.06
33,143.65
34,301.15
35,105.3
36,167.14
37,166.21
38,275.45
39,199.64
40,100.95
41,147.3
42,146.71
43,395.0
44,176.72
45,199.22
46,228.74
47,86.65
48,87.73
49,196.59
50,229.14
51,247.7
52,123.59
53,67.82
54,138.87
55,200.6
56,151.29
57,127.77
58,160.6325
59,215.3
60,266.45
61,364.85
62,96.995
63,179.44
64,254.33
65,244.02
66,167.27
67,145.54
68,129.85
69,303.88
70,130.71
71,388.89
72,181.51
73,116.57
74,160.12666666666667
75,143.21
76,120.47
77,127.28
78,141.57
79,151.29
80,105.01
81,77.53
82,171.39
83,80.25
84,159.85
85,147.85
86,95.67
87,141.84
88,207.37
89,237.45
90,253.4
91,94.39
92,183.09
93,112.15
94,160.42
95,221.67
96,129.41
97,100.32
98,145.75
99,136.35
100,219.48
101,230.38785714285714
102,188.91
103,269.21
104,140.87
105,85.52
106,32.19648412698412
107,155.78
108,204.62
109,296.27
110,143.65
111,69.17
112,253.16
113,148.23
114,165.65660714285713
115,137.45
116,247.85
117,116.07
118,72.99
119,127.36
120,161.09
121,242.65
122,87.03
123,101.52
124,83.5
125,201.8
126,290.0
127,178.37
128,107.41
129,103.61
130,179.64
131,222.12
132,177.92142857142855
133,159.09
134,372.55
135,206.95
136,213.84
137,67.55
138,118.73
139,66.42
140,215.24
141,77.7
142,187.66
143,169.08
144,158.5
145,87.88
146,130.28
147,95.82
148,165.86
149,156.63
150,72.22
151,40.362833333333334
152,195.92
153,518.26
154,79.99
155,158.92
156,132.91
157,97.59
158,82.43
159,81.01
160,112.71
161,370.46
162,146.02
163,47.95292063492064
164,237.24
165,244.23
166,141.99
167,151.6890476190476
168,131.38
169,127.29
170,245.3
171,175.75
172,203.56
173,75.56
174,160.71
175,162.39
176,136.03
177,127.95
178,159.06
179,126.72
180,194.46
181,75.01
182,125.75
183,154.61
184,317.21
185,265.73
186,220.33
187,196.07
188,128.45
189,168.30083333333334
190,138.98
191,233.78666666666663
192,213.11
193,77.137
194,144.82
195,165.68
196,123.71
197,123.17333333333332
198,438.42
199,90.3
200,140.18
201,448.87
202,231.41
203,64.59
204,224.91
205,271.71
206,174.43
207,149.57
208,104.07
209,183.33
210,164.3
211,114.33
212,98.59
213,220.27
214,179.01
215,197.9
216,57.99
217,161.94
218,119.65
219,112.08
220,104.89
221,186.68
222,130.74
223,163.6
224,252.93
225,87.31
226,81.96
227,169.05
228,169.31
229,154.82
230,190.87
231,149.65333333333334
232,123.83
233,145.96
234,480.03
235,103.32
236,143.23
237,218.06
238,160.44
239,537.34
240,154.02
241,144.74
242,108.73
243,417.59
244,123.02
245,158.93
246,145.05
247,287.11
248,71.26
249,265.32
250,100.45
251,299.12
252,216.45
253,121.37
254,100.05166666666666
255,61.52
256,187.85
257,283.04
258,134.64
259,200.56
260,215.93
261,328.87
262,147.5
263,211.05
264,227.72
265,167.95
266,195.61
267,157.8
268,136.65
269,125.79
270,101.68
271,138.11
272,160.37
273,203.93
274,114.01
